"cell_id","scenario_id","scenario_order","scenario_label","short_label","purpose","in_main_text","n","h","is_null","reps","alpha","atom","seed","effect_text","pi0","pi1","expected_combined_delta","empirical_combined_delta","empirical_combined_delta_sd","completed_at"
177,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,1,FALSE,10000,0.05,0,20260592,"$k_1 = 6.0$, $E[Y \\mid A = 1, R = 1] = 3.2$",0.65,0.65,0.13,0.129552858981482,0.131938210083583,"2026-04-17 19:16:16 CEST"
178,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,1,FALSE,10000,0.05,0,20260593,"$k_1 = 6.0$, $E[Y \\mid A = 1, R = 1] = 3.2$",0.65,0.65,0.13,0.130503435698422,0.124080868967819,"2026-04-17 19:16:09 CEST"
179,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,1,FALSE,10000,0.05,0,20260594,"$k_1 = 6.0$, $E[Y \\mid A = 1, R = 1] = 3.2$",0.65,0.65,0.13,0.129055969079655,0.116838081030778,"2026-04-17 19:18:10 CEST"
180,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,500,1,FALSE,10000,0.05,0,20260595,"$k_1 = 6.0$, $E[Y \\mid A = 1, R = 1] = 3.2$",0.65,0.65,0.13,0.130715452473549,0.111660479550054,"2026-04-17 19:20:01 CEST"
181,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,50,2,FALSE,10000,0.05,0,20260596,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.266973244015961,0.37924972220547,"2026-04-17 19:03:05 CEST"
182,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,100,2,FALSE,10000,0.05,0,20260597,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.254610108876807,0.269549398024087,"2026-04-17 19:16:36 CEST"
183,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,150,2,FALSE,10000,0.05,0,20260598,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260613777343824,0.219908231242116,"2026-04-17 19:08:21 CEST"
184,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,2,FALSE,10000,0.05,0,20260599,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.254859144164306,0.190349110951038,"2026-04-17 19:10:56 CEST"
185,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,2,FALSE,10000,0.05,0,20260600,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260883838293435,0.169953152292825,"2026-04-17 19:12:55 CEST"
186,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,2,FALSE,10000,0.05,0,20260601,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.258387710581906,0.156148153937555,"2026-04-17 19:14:45 CEST"
187,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,2,FALSE,10000,0.05,0,20260602,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.255803852746434,0.145048967932458,"2026-04-17 19:17:34 CEST"
188,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,2,FALSE,10000,0.05,0,20260603,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260893824502488,0.134694322946358,"2026-04-17 19:18:29 CEST"
189,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,2,FALSE,10000,0.05,0,20260604,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260753824530519,0.126248035718225,"2026-04-17 19:21:33 CEST"
190,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,500,2,FALSE,10000,0.05,0,20260605,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260381467546709,0.119692161483685,"2026-04-17 19:22:12 CEST"
191,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,50,3,FALSE,10000,0.05,0,20260606,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391678244744242,0.423849835548772,"2026-04-17 19:05:51 CEST"
192,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,100,3,FALSE,10000,0.05,0,20260607,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389924205799064,0.301321409018621,"2026-04-17 19:09:15 CEST"
193,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,150,3,FALSE,10000,0.05,0,20260608,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.385904696721684,0.245260936796875,"2026-04-17 19:11:33 CEST"
194,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,3,FALSE,10000,0.05,0,20260609,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389109868430863,0.212525147995222,"2026-04-17 19:15:01 CEST"
195,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,3,FALSE,10000,0.05,0,20260610,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390179007653684,0.190523912252918,"2026-04-17 19:16:10 CEST"
196,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,3,FALSE,10000,0.05,0,20260611,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390247030215944,0.172936036071065,"2026-04-17 19:18:02 CEST"
197,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,3,FALSE,10000,0.05,0,20260612,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389747430936539,0.159857401192465,"2026-04-17 19:20:12 CEST"
198,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,3,FALSE,10000,0.05,0,20260613,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.38859947767359,0.151112217524487,"2026-04-17 19:21:48 CEST"
199,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,3,FALSE,10000,0.05,0,20260614,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391376039015682,0.140397315055221,"2026-04-17 19:23:35 CEST"
200,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,500,3,FALSE,10000,0.05,0,20260615,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391182494698057,0.133575994743317,"2026-04-17 19:26:00 CEST"
201,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,50,0,TRUE,10000,0.05,0,20260616,"$\\delta = 0.00$",0.8,0.8,0,-0.00245046166233171,0.386074515081558,"2026-04-17 19:14:41 CEST"
202,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,100,0,TRUE,10000,0.05,0,20260617,"$\\delta = 0.00$",0.8,0.8,0,0.00261040287832059,0.272786692451178,"2026-04-17 19:19:22 CEST"
203,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,150,0,TRUE,10000,0.05,0,20260618,"$\\delta = 0.00$",0.8,0.8,0,0.00420695027235662,0.224930231535492,"2026-04-17 19:22:07 CEST"
204,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,200,0,TRUE,10000,0.05,0,20260619,"$\\delta = 0.00$",0.8,0.8,0,-0.0039620328947537,0.192058264282312,"2026-04-17 19:24:41 CEST"
205,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,250,0,TRUE,10000,0.05,0,20260620,"$\\delta = 0.00$",0.8,0.8,0,0.000237587138483881,0.174501199117968,"2026-04-17 19:27:28 CEST"
206,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,300,0,TRUE,10000,0.05,0,20260621,"$\\delta = 0.00$",0.8,0.8,0,-0.000667756934623988,0.158465083886219,"2026-04-17 19:28:56 CEST"
207,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,350,0,TRUE,10000,0.05,0,20260622,"$\\delta = 0.00$",0.8,0.8,0,-0.00295007924758036,0.145693467499815,"2026-04-17 19:31:37 CEST"
208,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,400,0,TRUE,10000,0.05,0,20260623,"$\\delta = 0.00$",0.8,0.8,0,-0.000542284524341907,0.136467559330658,"2026-04-17 19:33:41 CEST"
209,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,450,0,TRUE,10000,0.05,0,20260624,"$\\delta = 0.00$",0.8,0.8,0,0.0005790299560185,0.129328806668626,"2026-04-17 19:36:39 CEST"
210,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,500,0,TRUE,10000,0.05,0,20260625,"$\\delta = 0.00$",0.8,0.8,0,-0.00107902621823065,0.121866232113012,"2026-04-17 19:38:53 CEST"
211,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,50,1,FALSE,10000,0.05,0,20260626,"$\\delta = 0.10$",0.8,0.8,0.08,0.0785496427319034,0.388663604518954,"2026-04-17 19:19:21 CEST"
212,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,100,1,FALSE,10000,0.05,0,20260627,"$\\delta = 0.10$",0.8,0.8,0.08,0.0808370732622179,0.273665608973903,"2026-04-17 19:24:11 CEST"
213,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,150,1,FALSE,10000,0.05,0,20260628,"$\\delta = 0.10$",0.8,0.8,0.08,0.0818491525289282,0.224522206944865,"2026-04-17 19:26:24 CEST"
214,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,200,1,FALSE,10000,0.05,0,20260629,"$\\delta = 0.10$",0.8,0.8,0.08,0.0774959140716535,0.19370907872198,"2026-04-17 19:29:22 CEST"
215,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,250,1,FALSE,10000,0.05,0,20260630,"$\\delta = 0.10$",0.8,0.8,0.08,0.0821602010688449,0.174688702576304,"2026-04-17 19:31:52 CEST"
216,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,300,1,FALSE,10000,0.05,0,20260631,"$\\delta = 0.10$",0.8,0.8,0.08,0.0811712822579043,0.158161373689587,"2026-04-17 19:34:23 CEST"
217,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,350,1,FALSE,10000,0.05,0,20260632,"$\\delta = 0.10$",0.8,0.8,0.08,0.0836462840944594,0.148413033365464,"2026-04-17 19:58:32 CEST"
218,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,400,1,FALSE,10000,0.05,0,20260633,"$\\delta = 0.10$",0.8,0.8,0.08,0.0789697050027774,0.139207627161788,"2026-04-17 20:01:03 CEST"
219,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,450,1,FALSE,10000,0.05,0,20260634,"$\\delta = 0.10$",0.8,0.8,0.08,0.0783407659570491,0.12985269785642,"2026-04-17 20:04:53 CEST"
220,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,500,1,FALSE,10000,0.05,0,20260635,"$\\delta = 0.10$",0.8,0.8,0.08,0.0791744526689008,0.123681842071254,"2026-04-17 19:49:13 CEST"
221,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,50,2,FALSE,10000,0.05,0,20260636,"$\\delta = 0.20$",0.8,0.8,0.16,0.1609979946056,0.394948034154832,"2026-04-17 19:44:27 CEST"
222,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,100,2,FALSE,10000,0.05,0,20260637,"$\\delta = 0.20$",0.8,0.8,0.16,0.15939482906045,0.277412050269656,"2026-04-17 19:50:00 CEST"
223,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,150,2,FALSE,10000,0.05,0,20260638,"$\\delta = 0.20$",0.8,0.8,0.16,0.154868807825717,0.227057419870396,"2026-04-17 19:39:51 CEST"
224,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,200,2,FALSE,10000,0.05,0,20260639,"$\\delta = 0.20$",0.8,0.8,0.16,0.156740357577512,0.197869499723971,"2026-04-17 19:41:35 CEST"
225,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,250,2,FALSE,10000,0.05,0,20260640,"$\\delta = 0.20$",0.8,0.8,0.16,0.16030098547728,0.174585622286447,"2026-04-17 19:59:55 CEST"
226,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,300,2,FALSE,10000,0.05,0,20260641,"$\\delta = 0.20$",0.8,0.8,0.16,0.160156223532578,0.158671253411873,"2026-04-17 19:46:16 CEST"
227,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,350,2,FALSE,10000,0.05,0,20260642,"$\\delta = 0.20$",0.8,0.8,0.16,0.161295150317133,0.149484323654036,"2026-04-17 20:06:30 CEST"
228,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,400,2,FALSE,10000,0.05,0,20260643,"$\\delta = 0.20$",0.8,0.8,0.16,0.160615148644514,0.140614240124098,"2026-04-17 20:07:10 CEST"
229,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,450,2,FALSE,10000,0.05,0,20260644,"$\\delta = 0.20$",0.8,0.8,0.16,0.158498258157465,0.132598390434646,"2026-04-17 19:53:47 CEST"
230,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,500,2,FALSE,10000,0.05,0,20260645,"$\\delta = 0.20$",0.8,0.8,0.16,0.160428640284156,0.124717091251283,"2026-04-17 20:14:31 CEST"
231,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,50,3,FALSE,10000,0.05,0,20260646,"$\\delta = 0.35$",0.8,0.8,0.28,0.281521347405319,0.398683344590454,"2026-04-17 19:37:26 CEST"
232,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,100,3,FALSE,10000,0.05,0,20260647,"$\\delta = 0.35$",0.8,0.8,0.28,0.280122354335435,0.280386140252933,"2026-04-17 19:42:01 CEST"
233,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,150,3,FALSE,10000,0.05,0,20260648,"$\\delta = 0.35$",0.8,0.8,0.28,0.281285657055578,0.23078008524961,"2026-04-17 19:59:03 CEST"
234,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,200,3,FALSE,10000,0.05,0,20260649,"$\\delta = 0.35$",0.8,0.8,0.28,0.282652723958388,0.199036726154141,"2026-04-17 19:46:25 CEST"
235,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,250,3,FALSE,10000,0.05,0,20260650,"$\\delta = 0.35$",0.8,0.8,0.28,0.280149455133203,0.179455724090539,"2026-04-17 20:04:25 CEST"
236,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,300,3,FALSE,10000,0.05,0,20260651,"$\\delta = 0.35$",0.8,0.8,0.28,0.276692261910294,0.161685004933236,"2026-04-17 19:50:34 CEST"
237,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,350,3,FALSE,10000,0.05,0,20260652,"$\\delta = 0.35$",0.8,0.8,0.28,0.279111330263603,0.15052799411323,"2026-04-17 20:08:36 CEST"
238,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,400,3,FALSE,10000,0.05,0,20260653,"$\\delta = 0.35$",0.8,0.8,0.28,0.280314173562875,0.139995860292644,"2026-04-17 20:12:24 CEST"
239,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,450,3,FALSE,10000,0.05,0,20260654,"$\\delta = 0.35$",0.8,0.8,0.28,0.279710553474181,0.132664446787016,"2026-04-17 19:58:46 CEST"
240,"S6",6,"S6: Rare-outlier contamination","S6 Rare-outlier contamination","Mixture case with rare extreme survivors that is deliberately friendly to rank-based robustness.",TRUE,500,3,FALSE,10000,0.05,0,20260655,"$\\delta = 0.35$",0.8,0.8,0.28,0.279527692308717,0.125341492419789,"2026-04-17 20:00:12 CEST"
